persona,p,certain_reward,risky_reward,total_numb,count_A_certain,count_A_risky,count_B_certain,count_B_risky,count_risky,count_certain,prob_certain,count_risky_adjust,count_certain_adjust,prob_certain_adjust
doctor,0.01,53.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,55.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,57.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,59.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,61.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,63.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,65.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,67.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,69.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,71.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,73.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,75.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,77.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,79.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,81.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,83.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,85.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,87.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,89.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,91.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,93.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,95.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,97.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.01,99.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,1.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,3.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,5.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,7.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,9.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,11.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,13.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,15.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,17.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,19.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,21.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,23.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,25.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,27.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,29.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,31.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,33.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,35.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,37.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,39.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,41.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,43.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,45.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,47.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,49.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,51.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,53.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,55.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,57.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,59.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,61.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,63.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,65.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,67.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,69.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,71.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,73.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,75.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,77.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,79.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,81.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,83.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,85.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,87.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,89.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,91.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,93.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,95.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,97.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.03,99.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,1.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,3.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,5.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,7.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,9.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,11.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,13.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,15.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,17.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,19.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,21.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,23.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,25.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,27.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,29.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,31.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,33.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,35.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,37.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,39.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,41.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,43.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,45.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,47.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,49.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,51.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,53.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,55.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,57.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,59.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,61.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,63.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,65.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,67.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,69.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,71.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,73.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,75.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,77.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,79.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,81.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,83.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,85.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,87.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,89.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,91.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,93.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,95.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,97.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.05,99.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,1.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,3.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,5.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,7.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,9.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,11.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,13.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,15.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,17.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,19.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,21.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,23.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,25.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,27.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,29.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,31.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,33.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,35.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,37.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,39.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,41.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,43.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,45.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,47.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,49.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,51.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,53.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,55.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,57.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,59.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,61.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,63.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,65.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,67.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,69.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,71.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,73.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,75.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,77.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,79.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,81.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,83.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,85.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,87.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,89.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,91.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,93.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,95.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,97.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.07,99.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,1.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,3.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,5.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,7.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,9.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,11.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,13.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,15.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,17.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,19.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,21.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,23.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,25.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,27.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,29.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,31.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,33.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,35.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,37.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,39.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,41.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,43.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,45.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,47.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,49.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,51.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,53.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,55.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,57.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,59.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,61.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,63.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,65.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,67.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,69.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,71.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,73.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,75.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,77.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,79.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,81.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,83.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,85.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,87.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,89.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,91.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,93.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,95.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,97.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.09,99.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,1.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,3.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,5.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,7.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,9.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,11.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,13.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,15.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,17.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,19.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,21.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,23.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,25.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,27.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,29.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,31.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,33.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,35.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,37.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,39.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,41.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,43.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,45.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,47.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,49.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,51.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,53.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,55.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,57.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,59.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,61.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,63.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,65.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,67.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,69.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,71.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,73.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,75.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,77.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,79.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,81.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,83.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,85.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,87.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,89.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,91.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,93.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,95.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,97.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
doctor,0.11,99.0,100.0,34,17,0,17,0,0,34,1.0,0.0,68.079,1.0
