persona,p,certain_reward,risky_reward,total_numb,count_A_certain,count_A_risky,count_B_certain,count_B_risky,count_risky,count_certain,prob_certain,count_risky_adjust,count_certain_adjust,prob_certain_adjust
doctor,0.31,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.31,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.41,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.51,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.61,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.71,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.81,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
doctor,0.91,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.01,142.0,200.0,26,12,0,13,1,1,25,0.962,1.987,49.989,0.962
family,0.01,162.0,200.0,26,7,0,13,6,6,20,0.769,11.924,39.925,0.77
family,0.01,182.0,200.0,26,2,0,13,11,11,15,0.577,21.86,29.86,0.577
family,0.11,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.11,182.0,200.0,26,10,1,12,3,4,22,0.846,7.975,43.976,0.846
family,0.21,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.21,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.31,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.41,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.51,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.61,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.71,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.81,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
family,0.91,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.01,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.11,182.0,200.0,26,13,2,11,0,2,24,0.923,4.026,48.028,0.923
patient,0.21,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.21,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.31,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.41,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.51,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.61,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.71,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.81,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,2.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,22.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,42.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,62.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,82.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,102.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,122.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,142.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,162.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
patient,0.91,182.0,200.0,26,13,0,13,0,0,26,1.0,0.0,52.002,1.0
